id,jid,jobname,salary,workExp,eduLevel,cname,ctype,csize,jobtype,cityname
181,CC725931750J00190988013,PHP系统对接工程师,10K-20K,3-5年,本科,庞械(天津)科技有限公司,民营,20-99人,软件/互联网开发/系统集成,上海
182,CC345414018J00293249502,软件开发工程师,15K-20K,3-5年,本科,上海思拓测量技术有限公司,民营,20-99人,软件/互联网开发/系统集成,上海
183,CZ605118920J00131779205,java开发工程师初级,6K-12K,1-3年,大专,上海金雷科技有限公司,民营,20人以下,软件/互联网开发/系统集成,上海
184,CC461678927J00147547705,测试主管,15K-25K,5-10年,本科,上海旗计智能科技有限公司,上市公司,1000-9999人,IT质量管理/测试/配置管理,上海
185,CC269653230J00308501604,Java自动化测试,15K-20K,5-10年,本科,上海基煜基金销售有限公司,民营,100-499人,IT质量管理/测试/配置管理,上海
186,CC304174788J00178728807,运维研发工程师,15K-20K,1-3年,本科,上海欣兆阳信息科技有限公司,合资,20-99人,IT运维/技术支持,上海
187,CC371867615J00316918202,量化研究员（招实习生）,1K-2K,无经验,本科,恒泰期货股份有限公司,其它,20-99人,证券/期货/投资管理/服务,上海
188,CC000636993J00308526304,自动化交付工程师,15K-20K,3-5年,本科,上海有孚网络股份有限公司,民营,100-499人,IT运维/技术支持,上海
189,CZ815673110J00289067708,软件工程师(用户界面前端),15K-22K,不限,本科,星猿哲科技(上海)有限公司,外商独资,20-99人,软件/互联网开发/系统集成,上海
190,CC499333329J00316854805,web前端开发工程师,10K-20K,1-3年,大专,卓毅(上海)网络技术有限公司,民营,20-99人,软件/互联网开发/系统集成,上海
191,CZ687666630J00293731008,运维工程师,7K-9K,1-3年,本科,上海火魂网络科技有限公司,民营,100-499人,IT运维/技术支持,上海
192,CC507375023J90250111000,售后工程师---数据分析,8K-10K,不限,本科,上海圣一信息技术有限公司,民营,20-99人,IT运维/技术支持,上海
193,CC684724723J00157204914,运维工程师,15K-30K,3-5年,本科,北京众享比特科技有限公司,民营,100-499人,IT运维/技术支持,上海
194,CC175981210J00319257902,机器学习工程师,10K-15K,3-5年,大专,上海欧锐信息咨询有限公司,民营,20-99人,软件/互联网开发/系统集成,上海
195,CC000024575J00112860002,Windows C/C++软件工程师（应届生）,10K-15K,不限,本科,格尔软件股份有限公司,上市公司,100-499人,软件/互联网开发/系统集成,上海
196,CC304174788J00237140107,高级测试工程师 ,7.5K-15K,1-3年,本科,上海欣兆阳信息科技有限公司,合资,20-99人,IT质量管理/测试/配置管理,上海
197,CC000386820J90250442000,前端开发工程师,10K-18K,1-3年,大专,上海通方信息系统有限公司,民营,100-499人,软件/互联网开发/系统集成,上海
198,CZ687666630J00228993808,Go语言开发工程师,18K-20K,1-3年,大专,上海火魂网络科技有限公司,民营,100-499人,软件/互联网开发/系统集成,上海
199,CC621275535J00320280902,自动化测试工程师,10K-15K,3-5年,大专,苏州弗格云集科技有限公司,股份制企业,20-99人,IT质量管理/测试/配置管理,上海
200,CC000024575J90250602000,Linux C/C++ 软件研发工程师,9K-18K,不限,本科,格尔软件股份有限公司,上市公司,100-499人,软件/互联网开发/系统集成,上海
201,CC671390722J00428454601,架构师,24K-32K,5-10年,大专,上海普适导航科技股份有限公司,民营,100-499人,软件/互联网开发/系统集成,上海
202,CC184741610J00298446002,统计师,8K-15K,不限,本科,上海博佳医药科技有限公司,民营,20-99人,软件/互联网开发/系统集成,上海
203,CC651664027J00167436509,Java工程师-上海,10K-16K,不限,本科,北京易掌云峰科技有限公司,合资,100-499人,软件/互联网开发/系统集成,上海
204,CC627469020J00392080507,编程课程顾问-央视认证销售,11K-20K,1-3年,大专,上海傲梦网络科技有限公司,民营,500-999人,教育/培训,上海
205,CC229736025J00181018910,配置管理,9K-18K,不限,学历不限,中国科学院软件研究所,国企,100-499人,IT质量管理/测试/配置管理,上海
206,CC000024575J90250576000,Windows软件工程师（应届生）,8K-12K,无经验,学历不限,格尔软件股份有限公司,上市公司,100-499人,软件/互联网开发/系统集成,上海
207,CC000081176J00287124706,c#工程师,8K-10K,1-3年,本科,上海华泰软件工程有限公司,外商独资,20-99人,软件/互联网开发/系统集成,上海
208,CC277607283J00271337201,物联网C++开发工程师,15K-20K,1-3年,本科,上海甜头菜电子商务有限公司,民营,20-99人,软件/互联网开发/系统集成,上海
209,CC631246980J00390143803,软件工程师,15K-20K,不限,本科,上海尚郡投资管理有限公司,民营,20人以下,软件/互联网开发/系统集成,上海
210,CC178185425J00392358707,资讯工程师,8K-10K,3-5年,大专,上海宏汇置业有限公司,外商独资,100-499人,IT运维/技术支持,上海
211,CC665594327J00434885601,app测试,10K-15K,3-5年,大专,上海舟恩信息技术有限公司,民营,20-99人,IT质量管理/测试/配置管理,上海
212,CC130181833J00285021308,linux运维工程师,10K-15K,1-3年,大专,常胜投资有限公司,外商独资,500-999人,IT运维/技术支持,上海
213,CC340833235J90250006000,嵌入式软件开发工程师,8K-15K,不限,学历不限,上海声瀚信息科技有限公司,民营,20-99人,软件/互联网开发/系统集成,上海
214,CC813954310J00315980508,自动化测试,11K-22K,3-5年,大专,上海苏铁信息科技有限公司,民营,20-99人,IT质量管理/测试/配置管理,上海
215,CC582479487J00424979805,测试工程师功能测试员,10K-15K,3-5年,大专,深圳合生网络科技有限公司,民营,100-499人,IT质量管理/测试/配置管理,上海
216,CC403991038J00206091708,诚招CTA策略研究实习生（150-200/天）,2K-4K,1年以下,本科,浙江白鹭资产管理股份有限公司,股份制企业,20-99人,实习生/培训生/储备干部,上海
217,CC000024575J00112857602,Linux C/C++ 高级软件工程师,15K-25K,3-5年,本科,格尔软件股份有限公司,上市公司,100-499人,软件/互联网开发/系统集成,上海
218,CC375970733J90250055000,Linux与虚拟化高级工程师,10K-15K,5-10年,本科,上海挚纵星软件有限公司,合资,20-99人,IT运维/技术支持,上海
219,CC668372926J00413636105,数据分析师,10K-15K,1-3年,本科,上海米么金融信息服务有限公司,民营,500-999人,咨询/顾问/调研/数据分析,上海
220,CC134731585J00324866807,软件开发工程师,10K-15K,不限,本科,上海德萨科电子技术有限公司,外商独资,100-499人,软件/互联网开发/系统集成,上海
221,CC000024575J90250463000,Linux资深软件工程师,10K-15K,5-10年,本科,格尔软件股份有限公司,上市公司,100-499人,软件/互联网开发/系统集成,上海
222,CC704645128J90250069000,数据分析师,8K-10K,1-3年,本科,上海兆客信息系统有限公司,民营,20-99人,互联网产品/运营管理,上海
223,CC637858530J00085248006,Senior Devops Engineer,20K-40K,5-10年,本科,堃誊(上海)信息技术有限公司,外商独资,20-99人,软件/互联网开发/系统集成,上海
224,CC121082642J00457046501,系统/应用运维工程师,15K-30K,5-10年,本科,新希望金融服务有限公司,民营,20-99人,IT运维/技术支持,上海
225,CC582479487J00409751805,java开发工程师,10K-15K,3-5年,大专,深圳合生网络科技有限公司,民营,100-499人,软件/互联网开发/系统集成,上海
226,CC130181833J00285019008,数据库管理工程师(J14595),15K-30K,5-10年,大专,常胜投资有限公司,外商独资,500-999人,IT运维/技术支持,上海
227,CZ578732220J00336800107,网络运维工程师,15K-25K,3-5年,学历不限,上海朱门信息科技有限公司,不限,20-99人,IT运维/技术支持,上海
228,CC461678927J00419689005,爬虫开发工程师,15K-25K,3-5年,本科,上海旗计智能科技有限公司,上市公司,1000-9999人,软件/互联网开发/系统集成,上海
229,CC461678927J00418738305,大数据开发工程师,15K-30K,3-5年,本科,上海旗计智能科技有限公司,上市公司,1000-9999人,软件/互联网开发/系统集成,上海
230,CZ717293480J00408325105,si工程师,10K-15K,1-3年,本科,上海辰方资讯有限公司,民营,20人以下,硬件开发,上海
231,CC133050221J00374212907,IT运维工程师/DBA,12K-15K,3-5年,本科,上海艾格文信息科技有限公司,外商独资,20-99人,IT运维/技术支持,上海
232,CC685034830J00308977904,平台研发中心_高级测试工程师,15K-20K,5-10年,本科,江南金融科技(常州)有限公司,民营,1000-9999人,IT质量管理/测试/配置管理,上海
233,CC300125231J00295567404,数据分析师,10K-15K,1-3年,大专,上海谨拍电子商务有限公司,外商独资,500-999人,咨询/顾问/调研/数据分析,上海
234,CC181870524J00207284211,软件测试工程师,8K-12K,3-5年,本科,北京曼恒数字技术有限公司,民营,100-499人,IT质量管理/测试/配置管理,上海
235,CC418743715J00301753904,风控数据分析,10K-20K,1-3年,本科,上海彩亿信息技术有限公司,民营,500-999人,证券/期货/投资管理/服务,上海
236,CC172216020J00378382503,全栈工程师,10K-15K,3-5年,本科,泰勒维克(上海)科技有限公司,外商独资,20-99人,软件/互联网开发/系统集成,上海
237,CC725931750J00190991813,PHP数据算法工程师（算法优化数据分析、信息安全、数据库运维）,10K-20K,3-5年,本科,庞械(天津)科技有限公司,民营,20-99人,软件/互联网开发/系统集成,上海
238,CC475916082J00396453507,产品工程师（视觉算法）,15K-20K,1-3年,大专,上海浅雪汽车电子有限公司,民营,20-99人,软件/互联网开发/系统集成,上海
239,CC552697423J00400513307,普源系统运维工程师,10K-15K,3-5年,大专,四衡商务信息咨询(上海)有限公司,民营,100-499人,IT运维/技术支持,上海
240,CC000101286J00454357101,高级系统工程师（重庆）,15K-20K,3-5年,本科,上海中和软件有限公司,合资,1000-9999人,软件/互联网开发/系统集成,上海
241,CC296832480J00454890101,测试工程师（平台）,15K-20K,不限,本科,深圳市商汤科技有限公司,外商独资,1000-9999人,质量管理/安全防护,上海
242,CC855576220J00403824507,DBA数据工程师,10K-15K,不限,硕士,重庆川仪控制系统有限公司上海分公司,国企,20-99人,软件/互联网开发/系统集成,上海
243,CC000017117J00142147112,持续集成工程师,薪资面议,不限,本科,施耐德电气（中国）有限公司,外商独资,1000-9999人,软件/互联网开发/系统集成,上海
244,CC844758120J00180912910,后端开发工程师,20K-30K,3-5年,本科,北京领英聚贤科技有限公司,民营,500-999人,软件/互联网开发/系统集成,上海
245,CC316686538J00315033806,商业数据分析师,10K-15K,不限,学历不限,英格尔检测技术服务(上海)有限公司,民营,500-999人,咨询/顾问/调研/数据分析,上海
246,CC637858530J00314632206,Back-end Engineer,15K-30K,3-5年,本科,堃誊(上海)信息技术有限公司,外商独资,20-99人,软件/互联网开发/系统集成,上海
247,CC301127280J00453580501,java工程师,25K-35K,3-5年,本科,上海挖易网络科技有限公司,民营,100-499人,软件/互联网开发/系统集成,上海
248,CZ507517230J00061441604,宏观研究员,8K-12K,1-3年,硕士,苏州万恒达新资产管理有限公司,不限,20人以下,证券/期货/投资管理/服务,上海
249,CC399912730J00216880102,雷达环境感知算法工程师,8.5K-14.2K,1-3年,本科,苏州安智汽车零部件有限公司,民营,20-99人,汽车制造,上海
250,CZ717293480J00408389905,信号完整性工程师,10K-15K,1-3年,本科,上海辰方资讯有限公司,民营,20人以下,硬件开发,上海
251,CC000101286J00454238601,高级系统工程师（无锡）,15K-20K,3-5年,本科,上海中和软件有限公司,合资,1000-9999人,软件/互联网开发/系统集成,上海
252,CC300125231J00309072004,运维工程师,15K-20K,3-5年,大专,上海谨拍电子商务有限公司,外商独资,500-999人,IT运维/技术支持,上海
253,CC300125231J00309074204,DevOps 技术经理,20K-30K,3-5年,本科,上海谨拍电子商务有限公司,外商独资,500-999人,IT管理/项目协调,上海
254,CC300125231J00295583204,自动化测试工程师,15K-25K,1-3年,大专,上海谨拍电子商务有限公司,外商独资,500-999人,IT质量管理/测试/配置管理,上海
255,CC336231887J00423236905,测试工程师 双休,8K-10K,1-3年,本科,深圳市德科信息技术有限公司上海分公司,合资,1000-9999人,IT质量管理/测试/配置管理,上海
256,CC505844432J00311287404,Data Analyst,薪资面议,不限,本科,瑞银企业管理(中国)有限公司无锡分公司,外商独资,10000人以上,IT运维/技术支持,上海
257,CC134046300J00199012307,运维工程师,10K-15K,1-3年,本科,上海亚龙导医服务有限公司,合资,20-99人,IT运维/技术支持,上海
258,CC176902317J00328122408,前端开发组长,15K-25K,3-5年,大专,上海伯俊软件科技有限公司,民营,100-499人,软件/互联网开发/系统集成,上海
259,CC264844217J00314704306,海外市场数据分析（2020校园招聘）,11K-12K,不限,本科,游族网络,上市公司,1000-9999人,咨询/顾问/调研/数据分析,上海
